grupo_id,n_registros,codigos,establecimiento_representativo,niveles,nombre_generico_sospechoso
20,11,"00-01-0316-43, 00-01-0317-45, 00-01-0318-46, 00-01-0319-44, 00-01-0320-45, 00-01-0321-45, 00-01-0322-46, 00-01-0323-46, 00-01-0324-45, 00-01-0535-42, 00-01-0595-46",LICEO HISPANOAMERICANO NO. 2,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
628,11,"01-08-0539-45, 01-08-0541-44, 01-08-0542-44, 01-08-0545-46, 01-08-0549-45, 01-08-0550-46, 01-08-0551-45, 01-08-0552-46, 01-08-0618-46, 01-08-0762-45, 01-08-0763-46",CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
843,11,"01-09-0022-46, 01-09-0034-46, 01-09-0050-46, 01-09-2379-42, 01-09-2380-43, 01-09-3013-45, 01-09-7976-45, 01-09-9061-46, 01-09-9078-45, 01-09-9079-46, 01-09-9638-45",LICEO INTEGRAL SAMPEDRANO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
224,11,"00-07-0025-45, 00-07-0026-46, 00-07-0027-45, 00-07-0028-44, 00-07-0029-46, 00-07-0173-44, 00-07-0215-45, 00-07-0216-46, 00-07-8591-46, 00-07-8592-45, 00-07-8595-46",CENTRO EDUCATIVO LOS SAUCES,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3159,11,"16-03-0089-42, 16-03-0090-43, 16-03-0091-45, 16-03-0092-46, 16-03-0102-45, 16-03-0103-45, 16-03-0104-46, 16-03-0105-46, 16-03-0106-46, 16-03-0244-45, 16-03-0245-46",LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1103,11,"01-15-0192-44, 01-15-0193-45, 01-15-0194-46, 01-15-0195-46, 01-15-0196-44, 01-15-0198-46, 01-15-0199-46, 01-15-0687-46, 01-15-2865-43, 01-15-2886-45, 01-15-7133-46",COLEGIO MIXTO MARTA MARIA,"BASICO, DIVERSIFICADO, PRIMARIA, PRIMARIA DE ADULTOS",False
106,11,"00-01-0790-46, 00-01-0804-45, 00-01-7836-45, 00-01-7837-45, 00-01-7838-45, 00-01-7839-46, 00-01-7840-46, 00-01-7841-46, 00-01-9186-45, 00-01-9187-46, 00-01-9609-44",LICEO PROFESIONAL DE INFORMÁTICA Y TECNOLOGÍA,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
2296,11,"10-17-0011-45, 10-17-0020-46, 10-17-0021-46, 10-17-0040-45, 10-17-0043-46, 10-17-2311-45, 10-17-2312-44, 10-17-2328-46, 10-17-2371-45, 10-17-2372-45, 10-17-2533-46",COLEGIO PRIVADO MIXTO ELIM,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
112,11,"00-01-0692-46, 00-01-0794-45, 00-01-0795-46, 00-01-0856-46, 00-01-7720-45, 00-01-7721-46, 00-01-8334-45, 00-01-8542-44, 00-01-9694-46, 00-01-9695-45, 00-01-9836-46",LICEO DE COMPUTACION SIGLO 21 NO. 3,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
1048,11,"01-15-0167-44, 01-15-0168-46, 01-15-0170-46, 01-15-0285-42, 01-15-0286-43, 01-15-0748-45, 01-15-0749-46, 01-15-8299-45, 01-15-8300-46, 01-15-9588-45, 01-15-9590-45",INSTITUTO MIXTO PRIVADO JUAN GERARDI,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
3121,11,"16-01-0391-45, 16-01-0671-46, 16-01-0911-45, 16-01-0912-46, 16-01-1312-46, 16-01-1313-46, 16-01-1396-45, 16-01-1469-46, 16-01-6191-46, 16-01-9095-46, 16-01-9902-45",COLEGIO PRIVADO MIXTO TECNOLÓGICO EN INFORMÁTICA,"BASICO, DIVERSIFICADO",False
3164,11,"16-03-0055-45, 16-03-0088-46, 16-03-0096-45, 16-03-0110-46, 16-03-0246-45, 16-03-0247-46, 16-03-1429-46, 16-03-1520-46, 16-03-1522-45, 16-03-1523-43, 16-03-1524-42",LICEO GALILEO GALILEI,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
388,11,"00-18-0059-42, 00-18-0060-43, 00-18-0061-45, 00-18-0062-46, 00-18-0063-45, 00-18-0064-46, 00-18-0065-46, 00-18-0233-45, 00-18-0234-46, 00-18-0253-44, 00-18-0254-45",COLEGIO BAUTISTA SHALOM,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
1212,11,"01-16-0060-45, 01-16-0069-45, 01-16-0106-46, 01-16-0172-45, 01-16-0173-46, 01-16-0197-46, 01-16-9734-46, 01-16-9735-45, 01-16-9736-46, 01-16-9737-45, 01-16-9738-46",LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,"BASICO, DIVERSIFICADO",False
1120,11,"01-15-0336-45, 01-15-0337-46, 01-15-0443-42, 01-15-0610-45, 01-15-0611-46, 01-15-0612-46, 01-15-0626-46, 01-15-7856-45, 01-15-7857-45, 01-15-7858-46, 01-15-7859-46",INSTITUTO MIXTO NOCTURNO EL ANGEL,"BASICO, DIVERSIFICADO, PARVULOS",False
1638,11,"05-01-0231-46, 05-01-0259-46, 05-01-0316-45, 05-01-0335-45, 05-01-0336-46, 05-01-0441-45, 05-01-0442-46, 05-01-0473-46, 05-01-1881-43, 05-01-1888-42, 05-01-2351-45",COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
451,11,"00-21-0042-42, 00-21-0043-43, 00-21-0044-45, 00-21-0045-45, 00-21-0046-46, 00-21-0047-46, 00-21-0048-45, 00-21-0049-46, 00-21-0050-46, 00-21-0083-45, 00-21-0084-46",CENTRO EDUCATIVO DEMOSOFT,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
4016,11,"22-17-0013-43, 22-17-0014-45, 22-17-0015-46, 22-17-0018-45, 22-17-0019-46, 22-17-0029-46, 22-17-0030-45, 22-17-0031-46, 22-17-0036-45, 22-17-0045-45, 22-17-0046-46",COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE,"BASICO, DIVERSIFICADO, PRIMARIA",False
1480,11,"04-01-0111-45, 04-01-0112-46, 04-01-0113-46, 04-01-0114-45, 04-01-0151-45, 04-01-0152-46, 04-01-0178-42, 04-01-0179-43, 04-01-0336-45, 04-01-0337-46, 04-01-0376-44",CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2),"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
3698,11,"18-04-0149-46, 18-04-0150-46, 18-04-0151-45, 18-04-0424-45, 18-04-0425-46, 18-04-0426-44, 18-04-0476-45, 18-04-0477-46, 18-04-0485-45, 18-04-0486-46, 18-04-3259-45",INSTITUTO PRIVADO MIXTO ELITE,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
662,11,"01-08-0310-43, 01-08-0311-45, 01-08-0312-46, 01-08-0313-45, 01-08-0355-44, 01-08-0356-45, 01-08-0357-46, 01-08-0358-45, 01-08-0359-46, 01-08-0878-46, 01-08-0879-45",COLEGIO DE INFORMÁTICA JUSTO RUFINO BAUTISTA,"BASICO, DIVERSIFICADO, PRIMARIA, PRIMARIA DE ADULTOS",False
2677,11,"13-12-0074-45, 13-12-0075-46, 13-12-0078-45, 13-12-0086-46, 13-12-0097-46, 13-12-0110-45, 13-12-0111-46, 13-12-0124-46, 13-12-0126-46, 13-12-0132-45, 13-12-0133-46",INSTITUTO PRIVADO MIXTO ESFUERZO,"BASICO, DIVERSIFICADO",False
1507,11,"04-01-0058-46, 04-01-0230-46, 04-01-0356-45, 04-01-0357-46, 04-01-3062-45, 04-01-3066-46, 04-01-3067-46, 04-01-3068-46, 04-01-3085-45, 04-01-3244-45, 04-01-3245-46",TECNOLÓGICO PREUNIVERSITARIO,"BASICO, DIVERSIFICADO",False
2617,11,"13-02-0195-46, 13-02-0212-43, 13-02-0213-42, 13-02-0214-45, 13-02-0215-45, 13-02-0216-46, 13-02-0217-46, 13-02-0218-45, 13-02-0296-46, 13-02-0313-46, 13-02-0314-45",COLEGIO INTEGRAL HUMANISTICO CHIANTLECO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2373,10,"11-06-0060-45, 11-06-0061-46, 11-06-0062-45, 11-06-0063-45, 11-06-0064-46, 11-06-0065-46, 11-06-0066-42, 11-06-0067-43, 11-06-0068-45, 11-06-0069-46",LICEO TÉCNICO MAQUINENSE LITECMA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2604,10,"13-01-0180-46, 13-01-0289-46, 13-01-0340-46, 13-01-0409-46, 13-01-1592-46, 13-01-1727-43, 13-01-1730-42, 13-01-6588-45, 13-01-7141-45, 13-01-7142-46",COLEGIO PRIVADO MIXTO AMERICANO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2272,10,"10-08-0020-45, 10-08-0021-45, 10-08-0022-46, 10-08-0023-45, 10-08-0024-46, 10-08-0025-46, 10-08-0026-46, 10-08-0028-45, 10-08-0031-46, 10-08-0032-45","INSTITUTO PRIVADO MIXTO ""CONCEPCION""","BASICO, DIVERSIFICADO",False
3851,10,"21-01-0006-42, 21-01-0009-43, 21-01-0238-45, 21-01-0274-45, 21-01-0274-46, 21-01-0329-46, 21-01-0358-45, 21-01-0359-46, 21-01-0396-45, 21-01-0397-46","COLEGIO PARTICULAR MIXTO ""LICEO JALAPA""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3708,10,"19-01-0189-45, 19-01-0190-45, 19-01-0191-45, 19-01-0192-46, 19-01-0193-46, 19-01-0194-46, 19-01-0197-45, 19-01-0198-46, 19-01-0199-44, 19-01-0210-45","COLEGIO ""HIGA""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3074,10,"15-08-0005-45, 15-08-0006-46, 15-08-0130-45, 15-08-0131-46, 15-08-0167-42, 15-08-0168-43, 15-08-0224-45, 15-08-0225-46, 15-08-2119-45, 15-08-2158-46","""INSTITUTO MIXTO PARTICULAR VERAPAZ""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
157,10,"00-06-0009-45, 00-06-0010-45, 00-06-0011-45, 00-06-0012-46, 00-06-0013-46, 00-06-0014-46, 00-06-0020-45, 00-06-0021-46, 00-06-0029-43, 00-06-0058-46",COLEGIO PANAMERICANO NO. 7,"BASICO, DIVERSIFICADO, PRIMARIA",False
2288,10,"10-14-0029-42, 10-14-0030-43, 10-14-0063-45, 10-14-0064-45, 10-14-0065-45, 10-14-0066-46, 10-14-0067-46, 10-14-0077-45, 10-14-0078-46, 10-14-0084-45",COLEGIO MUNDO DE JUGUETES,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
850,10,"01-10-0161-42, 01-10-0162-43, 01-10-0163-45, 01-10-0248-46, 01-10-0249-45, 01-10-0252-45, 01-10-0253-45, 01-10-0254-46, 01-10-0255-46, 01-10-0313-46","COLEGIO EVANGÉLICO ""JESÚS EL MESÍAS""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2329,10,"11-01-0343-45, 11-01-0344-46, 11-01-0347-45, 11-01-0348-46, 11-01-0349-45, 11-01-0350-46, 11-01-0351-46, 11-01-0352-45, 11-01-0465-42, 11-01-0466-43",LICEO ALFRED NOBEL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2289,10,"10-14-0051-46, 10-14-0074-45, 10-14-0075-46, 10-14-0083-43, 10-14-2290-45, 10-14-2292-45, 10-14-2293-45, 10-14-2294-46, 10-14-2295-46, 10-14-2296-46",INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI,"BASICO, DIVERSIFICADO, PRIMARIA",False
2290,10,"10-14-0033-44, 10-14-0034-45, 10-14-0071-46, 10-14-0072-45, 10-14-0073-45, 10-14-0081-46, 10-14-0082-46, 10-14-2299-45, 10-14-2300-43, 10-14-2301-42",COLEGIO CRISTIANO EMMANUEL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
25,10,"00-01-0308-45, 00-01-0309-46, 00-01-0385-46, 00-01-0387-45, 00-01-0388-46, 00-01-0389-45, 00-01-0390-46, 00-01-0391-45, 00-01-0735-45, 00-01-0736-46",COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),"BASICO, DIVERSIFICADO",False
3124,10,"16-01-0026-45, 16-01-0143-46, 16-01-0647-46, 16-01-0668-46, 16-01-1464-45, 16-01-2156-45, 16-01-2156-46, 16-01-3009-43, 16-01-3012-42, 16-01-7308-46",COLEGIO PARTICULAR MIXTO IMPERIAL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1558,10,"04-06-0092-45, 04-06-0093-46, 04-06-2971-42, 04-06-2972-43, 04-06-2973-45, 04-06-3148-46, 04-06-3149-46, 04-06-3150-45, 04-06-3151-46, 04-06-3152-46",COLEGIO EVANGÉLICO ISRAEL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1072,10,"01-15-0182-46, 01-15-0344-45, 01-15-0345-46, 01-15-0520-46, 01-15-0659-45, 01-15-0660-46, 01-15-1964-42, 01-15-2023-43, 01-15-2078-45, 01-15-2737-46",LICEO VALLE DEL SOL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
819,10,"01-08-0882-45, 01-08-0883-46, 01-08-8942-43, 01-08-8943-45, 01-08-8944-45, 01-08-8945-46, 01-08-8946-46, 01-08-9126-45, 01-08-9127-46, 01-08-9565-46",COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO,"BASICO, DIVERSIFICADO, PRIMARIA",False
1030,10,"01-15-0185-46, 01-15-0456-46, 01-15-0645-46, 01-15-0646-46, 01-15-0667-46, 01-15-6669-43, 01-15-6671-46, 01-15-6700-45, 01-15-9550-46, 01-15-9551-46",LICEO TECNICO DE VILLA NUEVA,"BASICO, DIVERSIFICADO, PRIMARIA",False
535,10,"01-05-0049-43, 01-05-0050-45, 01-05-0051-44, 01-05-0052-45, 01-05-0053-46, 01-05-0054-46, 01-05-0123-45, 01-05-0124-46, 01-05-0142-45, 01-05-0143-46",COLEGIO GUATEMALTECO TIKAL,"BASICO, DIVERSIFICADO, PRIMARIA, PRIMARIA DE ADULTOS",False
1209,10,"01-16-0108-46, 01-16-0128-42, 01-16-8864-43, 01-16-8865-45, 01-16-8866-46, 01-16-8869-44, 01-16-8870-45, 01-16-8871-46, 01-16-8872-46, 01-16-9473-45",LICEO CENTROAMERICANO BOCA DEL MONTE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
529,10,"01-05-0100-46, 01-05-0101-43, 01-05-0102-46, 01-05-0103-45, 01-05-0104-44, 01-05-0105-45, 01-05-0106-46, 01-05-0107-46, 01-05-0108-46, 01-05-0109-46",COLEGIO GUATEMALTECO TIKAL NO. 2,"BASICO, DIVERSIFICADO, PRIMARIA, PRIMARIA DE ADULTOS",False
1479,10,"04-01-0124-45, 04-01-0125-46, 04-01-0126-45, 04-01-0127-45, 04-01-0128-46, 04-01-0160-44, 04-01-0161-46, 04-01-0171-46, 04-01-0334-45, 04-01-0335-46",LICEO NUEVA GENERACIÓN,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3807,10,"20-07-0084-45, 20-07-0087-45, 20-07-0088-46, 20-07-0106-46, 20-07-0116-46, 20-07-0117-45, 20-07-0123-43, 20-07-0146-45, 20-07-0147-46, 20-07-0167-42",LICEO DE FORMACION INTEGRAL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1201,10,"01-16-0098-46, 01-16-0099-46, 01-16-0102-44, 01-16-0103-45, 01-16-0104-45, 01-16-4197-46, 01-16-4198-45, 01-16-4199-43, 01-16-7957-45, 01-16-8748-46","LICEO PROFESIONAL DE COMPUTACION ""MANUEL GALICH""","BASICO, DIVERSIFICADO, PRIMARIA, PRIMARIA DE ADULTOS",False
520,10,"01-04-0021-42, 01-04-0022-43, 01-04-0031-46, 01-04-0032-45, 01-04-0033-46, 01-04-0034-46, 01-04-0035-46, 01-04-0036-45, 01-04-0037-46, 01-04-0038-46",COLEGIO BALAM,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
807,10,"01-08-0099-44, 01-08-0464-44, 01-08-0465-45, 01-08-0466-46, 01-08-0781-45, 01-08-0782-46, 01-08-9325-45, 01-08-9326-45, 01-08-9329-45, 01-08-9331-45",LICEO CANADIENSE SOCIEDAD ANONIMA,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
142,10,"00-03-0049-45, 00-03-0050-46, 00-03-9224-43, 00-03-9225-44, 00-03-9226-45, 00-03-9227-46, 00-03-9228-46, 00-03-9266-45, 00-03-9268-46, 00-03-9379-42",CENTRO EDUCATIVO TECNOLÓGICO EMILIANO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
59,10,"00-01-0238-45, 00-01-0238-46, 00-01-0608-46, 00-01-0628-46, 00-01-0882-46, 00-01-0883-45, 00-01-0884-46, 00-01-0885-46, 00-01-7307-42, 00-01-7308-43",INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2400,10,"11-09-0047-45, 11-09-0048-46, 11-09-0049-45, 11-09-0050-46, 11-09-0068-45, 11-09-0069-46, 11-09-0070-43, 11-09-0071-42, 11-09-0092-45, 11-09-0093-46",COLEGIO MIXTO CRISTIANO JESHUA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
89,10,"00-01-0426-45, 00-01-0673-46, 00-01-0674-46, 00-01-0675-44, 00-01-0676-45, 00-01-0677-46, 00-01-0685-46, 00-01-0842-45, 00-01-9175-42, 00-01-9176-43",COLEGIO CATOLICO SAN LUCAS,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
1657,10,"05-02-0064-46, 05-02-0065-46, 05-02-0085-46, 05-02-0086-46, 05-02-0087-46, 05-02-0088-46, 05-02-0132-45, 05-02-0133-46, 05-02-0134-46, 05-02-0135-46",INSTITUTO PARTICULAR MIXTO SAN ANTONIO,"BASICO, DIVERSIFICADO",False
2444,10,"12-07-0202-46, 12-07-0203-45, 12-07-0204-45, 12-07-0205-46, 12-07-0206-46, 12-07-0224-42, 12-07-0225-46, 12-07-0226-43, 12-07-0234-45, 12-07-0235-46","COLEGIO CRISTIANO BILINGUE ""BLUE-SKY""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
633,10,"01-08-0572-44, 01-08-0573-45, 01-08-0574-45, 01-08-0575-46, 01-08-0576-46, 01-08-0656-44, 01-08-0657-45, 01-08-0658-45, 01-08-0659-46, 01-08-0660-46",LICEO TÉCNICO INTERAMERICANO,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3700,10,"18-05-0120-42, 18-05-0121-43, 18-05-0122-45, 18-05-0123-45, 18-05-0124-46, 18-05-0125-46, 18-05-0126-46, 18-05-0128-45, 18-05-0144-45, 18-05-0145-46","LICEO PRIVADO MIXTO ""HAMA"" LIC. HOLCAR ALEXANDER MORALES ARROYO","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1130,10,"01-15-8220-42, 01-15-8221-43, 01-15-8222-45, 01-15-8277-45, 01-15-8278-45, 01-15-8279-46, 01-15-8280-45, 01-15-8281-45, 01-15-8282-46, 01-15-8283-46",LICEO MIXTO EVEREST,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2230,10,"10-01-0082-45, 10-01-0161-46, 10-01-0329-46, 10-01-0330-45, 10-01-0364-45, 10-01-0388-46, 10-01-2282-42, 10-01-2283-43, 10-01-2284-45, 10-01-2285-46",COLEGIO PRIVADO MIXTO ROSARIO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
799,10,"01-08-1011-46, 01-08-1012-46, 01-08-1013-45, 01-08-1014-46, 01-08-1015-45, 01-08-1016-46, 01-08-1017-44, 01-08-7609-45, 01-08-9075-42, 01-08-9076-43",CENTRO EDUCATIVO EL PODEROSO DE ISRAEL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
1521,10,"04-03-0103-46, 04-03-0104-46, 04-03-0216-45, 04-03-0217-45, 04-03-0218-46, 04-03-0229-46, 04-03-0243-46, 04-03-0251-45, 04-03-2984-42, 04-03-2986-45",COLEGIO PRIVADO EL VALLE,"BASICO, DIVERSIFICADO, PARVULOS",False
94,10,"00-01-0825-46, 00-01-0826-45, 00-01-7187-45, 00-01-7325-45, 00-01-7328-45, 00-01-7329-46, 00-01-7376-46, 00-01-7377-45, 00-01-7378-46, 00-01-9359-46",CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACIÓN,"BASICO, DIVERSIFICADO",False
314,10,"00-12-0130-45, 00-12-0131-46, 00-12-0156-46, 00-12-9750-42, 00-12-9751-43, 00-12-9752-45, 00-12-9753-46, 00-12-9757-45, 00-12-9758-46, 00-12-9759-46",COLEGIO IMB-PC,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2221,10,"10-01-0174-46, 10-01-0175-46, 10-01-0176-45, 10-01-0177-45, 10-01-0327-45, 10-01-0328-46, 10-01-0375-45, 10-01-0393-46, 10-01-0406-42, 10-01-0407-43","COLEGIO PRIVADO MIXTO ""PESTALOZZI""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2485,10,"12-12-0068-45, 12-12-0069-46, 12-12-0070-46, 12-12-0078-46, 12-12-0082-46, 12-12-0083-46, 12-12-0084-46, 12-12-0085-46, 12-12-0086-45, 12-12-0090-46","COLEGIO CIENTIFICO ""GALILEO""","BASICO, DIVERSIFICADO",False
1975,10,"08-01-0042-42, 08-01-0063-43, 08-01-0107-45, 08-01-0107-46, 08-01-0263-45, 08-01-0265-46, 08-01-0270-46, 08-01-0271-45, 08-01-0470-45, 08-01-0511-46","COLEGIO MIXTO PARTICULAR ""JUAN FRANKLIN""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3675,10,"18-04-0201-44, 18-04-0202-45, 18-04-0203-45, 18-04-0204-46, 18-04-0205-46, 18-04-0443-42, 18-04-0444-43, 18-04-0445-45, 18-04-0446-46, 18-04-0447-46","INSTITUTO PRIVADO MIXTO ""JOSÉ CECILIO DEL VALLE""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
1321,10,"02-07-0024-46, 02-07-0025-45, 02-07-0678-46, 02-07-0679-46, 02-07-0680-45, 02-07-0681-45, 02-07-0682-43, 02-07-0683-43, 02-07-0691-46, 02-07-0699-46",ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,"BASICO, DIVERSIFICADO, PRIMARIA",False
973,10,"01-14-0050-46, 01-14-0052-46, 01-14-6833-42, 01-14-6834-43, 01-14-6835-45, 01-14-9705-44, 01-14-9706-45, 01-14-9707-45, 01-14-9708-45, 01-14-9763-45",COLEGIO PEDAGOGICO INTEGRAL ALBORADA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
1065,10,"01-15-0018-45, 01-15-0019-46, 01-15-0458-46, 01-15-0680-45, 01-15-1967-42, 01-15-2036-43, 01-15-2077-45, 01-15-2077-46, 01-15-8074-45, 01-15-8133-46",CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2246,10,"10-01-0178-46, 10-01-0179-46, 10-01-0374-45, 10-01-0402-46, 10-01-2506-46, 10-01-2507-46, 10-01-2517-45, 10-01-2518-45, 10-01-2688-45, 10-01-2689-46","COLEGIO PARTICULAR MIXTO ""CENTROAMERICANO""","BASICO, DIVERSIFICADO",False
3343,10,"16-12-0113-46, 16-12-0192-46, 16-12-0199-46, 16-12-0200-45, 16-12-0201-45, 16-12-0202-46, 16-12-0221-45, 16-12-0222-46, 16-12-9896-43, 16-12-9957-42",CENTRO DE ESTUDIOS PREUNIVERSITARIOS CAHABON -CEPREC-,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2407,10,"12-01-0136-43, 12-01-0137-42, 12-01-0163-45, 12-01-0164-45, 12-01-0165-45, 12-01-0166-46, 12-01-0167-46, 12-01-0176-46, 12-01-0187-45, 12-01-0188-46",COLEGIO MIXTO EVANGÉLICO CASA DE JEHOVÁ,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3869,10,"21-01-0346-42, 21-01-0347-43, 21-01-0348-45, 21-01-0349-46, 21-01-0350-46, 21-01-0352-46, 21-01-0364-45, 21-01-0408-45, 21-01-0409-46, 21-01-0434-45","COLEGIO PRIVADO ""MONTE ALTO""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2416,10,"12-01-0103-45, 12-01-0144-46, 12-01-0179-45, 12-01-0180-46, 12-01-0185-45, 12-01-0186-46, 12-01-0191-46, 12-01-4645-46, 12-01-4652-45, 12-01-4653-46","COLEGIO PARTICULAR MIXTO ""JERUSALEM""","BASICO, DIVERSIFICADO",False
2105,10,"09-01-0283-42, 09-01-0284-45, 09-01-0285-46, 09-01-0287-43, 09-01-0288-46, 09-01-0297-46, 09-01-0517-45, 09-01-0518-46, 09-01-3570-45, 09-01-4071-45",COLEGIO JOHN HARVARD,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1497,10,"04-01-0108-45, 04-01-0203-46, 04-01-0303-46, 04-01-0338-45, 04-01-0339-46, 04-01-2834-45, 04-01-2835-46, 04-01-2836-46, 04-01-2837-45, 04-01-2839-46",LICEO EN CIENCIA Y TECNOLOGÍA DE OCCIDENTE,"BASICO, DIVERSIFICADO",False
2252,10,"10-02-0108-43, 10-02-0109-43, 10-02-0112-43, 10-02-0115-43, 10-02-0116-43, 10-02-0122-43, 10-02-0123-43, 10-02-0128-43, 10-02-0131-43, 10-02-0132-43",EORM,PRIMARIA,True
227,10,"00-07-0181-44, 00-07-0208-45, 00-07-0209-45, 00-07-0256-46, 00-07-8513-42, 00-07-8514-43, 00-07-8515-45, 00-07-8516-46, 00-07-8518-46, 00-07-8895-44",LICEO MIXTO EN COMPUTACION ROTTERDAM,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
1585,10,"04-13-0026-42, 04-13-0027-43, 04-13-0028-45, 04-13-0029-46, 04-13-0032-45, 04-13-0033-46, 04-13-0034-45, 04-13-0035-46, 04-13-0038-45, 04-13-0039-46",LICEO CIENTÍFICO GUATEMALTECO EN ARTE Y TECNOLOGÍA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
10,10,"00-01-0353-46, 00-01-0354-46, 00-01-0355-43, 00-01-0356-45, 00-01-0358-46, 00-01-0374-45, 00-01-0375-45, 00-01-0376-46, 00-01-0377-46, 00-01-0476-42",LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
