CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-3045-46,01-304,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS TECNOLOGICOS TECNO PRO,11 CALLE 10-28,,AMADO SALOMON FLORES PEREZ,-----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3046-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,22322912,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARCO ANTONIO CASTAÑEDA FLORES,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-3046-46,,CIUDAD CAPITAL,ZONA 1,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVE. 18-23 ZONA 1,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3047-45,,CIUDAD CAPITAL,ZONA 1,COLEGIO DE CULTURA Y TECNOLOGIA C.C.T.,4A. CALLE 9-64,22517109,,,BASICO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3047-46,,CIUDAD CAPITAL,ZONA 1,COLEGIO DE CULTURA Y TECNOLOGIA C.C.T.,11 AVE 12-13 ZONA 1,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3048-45,,CIUDAD CAPITAL,ZONA 1,RAMA ADULTA GUATEMALTECA DE DESEO ESTUDIANTIL (RAGDE),1 CALLE 18-34,,,,BASICO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3049-46,01-310,CIUDAD CAPITAL,ZONA 1,ESCUELA NACIONAL DE MECANOGRAFIA,8A. AVENIDA 14-34,22323551,EDDY FRANCISCO RAMÍREZ MORALES,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3050-46,01-318,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL PARA MAESTROS DE EDUCACION FISICA  GOTTINGEN,12 CALLE 2-31 ZONA 1,,SANDRA CAROLINA PÉREZ DONDIEGO DE CHOC,------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3060-42,,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO 'NUEVA CANCION',16 CALLE 2-25,22535159,,,PARVULOS,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-3061-43,,CIUDAD CAPITAL,ZONA 1,CPMI 'JOSE ORTEGA Y GASSET',3A. AVENIDA 'A' 3-35,22320760,,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
